year,month,BNFCode,BNFName,TotalItems,TotalCost
2013,2013-05-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,2,117.69
2016,2016-12-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,326756,404598.71999999986
2017,2017-09-01,0208020N0AAAAAA,Phenindione_Tab 10mg,27,60607.452880000004
2012,2012-12-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,34,1482.1900000000005
2012,2012-01-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,14,2331.6400000000003
2017,2017-04-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,7,1519.80094
2014,2014-03-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,402,21798.840000000022
2011,2011-11-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,59,5801.489999999998
2019,2019-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg,2,4.89077
2016,2016-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,314978,388726.81000000023
2016,2016-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1246,5944.790000000002
2014,2014-12-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,233,198.36999999999998
2013,2013-04-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,207,22464.270000000022
2013,2013-07-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,4,188.9
2015,2015-01-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,144,8377.830000000007
2010,2010-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,11,1137.66
2018,2018-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,24,1266.97596
2018,2018-04-01,0208020AAAAABAB,Edoxaban_Tab 30mg,8882,350658.98642999894
2016,2016-08-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,76058,144984.4200000001
2014,2014-03-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,184,9803.710000000008
2018,2018-11-01,0208020Y0BBABAB,Xarelto_Tab 15mg,137,5066.38842
2011,2011-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,271994,385987.52999999974
2014,2014-03-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,65,22176.519999999997
2017,2017-01-01,0208020Y0BBABAB,Xarelto_Tab 15mg,121,4132.27631
2015,2015-09-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,545,28868.31000000003
2015,2015-10-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,61,46.81
2017,2017-08-01,0208020AAAAABAB,Edoxaban_Tab 30mg,3659,151244.56894999978
2018,2018-07-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,357,16328.296429999995
2017,2017-02-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,244,10063.887920000001
2015,2015-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,21,861.8399999999999
2016,2016-02-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1248,6102.909999999999
2016,2016-10-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,22,1174.65
2016,2016-08-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1216,5896.7699999999995
2014,2014-12-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,454042,942021.7899999993
2011,2011-09-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,1306,837.0999999999999
2016,2016-02-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,78,49.24999999999999
2013,2013-05-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,152,9263.190000000013
2010,2010-10-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,3,575.73
2012,2012-06-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,349759,617059.8899999995
2015,2015-03-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,286,32088.989999999987
2013,2013-03-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,378049,596123.0500000004
2011,2011-08-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,70,6694.870000000001
2010,2010-09-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,379,20559.399999999983
2017,2017-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,295005,337601.99093999946
2018,2018-04-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,27,1450.9292599999999
2013,2013-02-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,12,462.15
2018,2018-12-01,0208020Y0BBACAC,Xarelto_Tab 20mg,651,31158.240020000012
2015,2015-02-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1435,7206.059999999998
2012,2012-12-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,128,30017.22
2017,2017-02-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,29,731.33262
2017,2017-02-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,4,215.31321
2011,2011-10-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,3,415.53
2013,2013-07-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,5931,370688.87999999995
2016,2016-02-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,56424,3138598.359999995
2018,2018-07-01,0208020N0AAAAAA,Phenindione_Tab 10mg,20,38715.61719
2018,2018-04-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,127975,5161378.579330012
2015,2015-12-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,29,1147.76
2016,2016-11-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,6,2262.71
2018,2018-08-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,623,27773.405049999987
2018,2018-09-01,0208020V0BBAAAA,Marevan_Tab 1mg,29,34.08683
2013,2013-06-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,370384,670383.4399999998
2016,2016-01-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,2,142.98
2014,2014-01-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,7838,503915.7099999999
2018,2018-09-01,0208020AAAAABAB,Edoxaban_Tab 30mg,13253,528811.2112199956
2013,2013-08-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,5,816.09
2014,2014-09-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,14111,737160.6800000002
2013,2013-08-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,6,296.44
2013,2013-05-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,406896,738424.5200000001
2019,2019-02-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,17290,897625.1699600087
2018,2018-10-01,0208020X0BBACAC,Pradaxa_Cap 150mg,308,16053.224129999997
2016,2016-04-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,525,25156.810000000005
2010,2010-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,40,3217.2299999999996
2017,2017-07-01,0208020N0AAABAB,Phenindione_Tab 25mg,40,71418.62038000001
2014,2014-12-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,87649,164159.71999999997
2014,2014-07-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,82723,131600.09
2012,2012-07-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,507,334.34000000000015
2018,2018-09-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,123,6298.0694
2012,2012-03-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,620,109900.25000000001
2014,2014-05-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,250,27335.24999999999
2016,2016-08-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,57,37.589999999999996
2010,2010-09-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,998,5452.720000000002
2017,2017-06-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,273,11544.813079999996
2017,2017-01-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,17945,743622.32959
2011,2011-05-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,7,797.7800000000001
2013,2013-02-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,61,2869.0599999999995
2011,2011-09-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,7,988.79
2018,2018-07-01,0208020X0BBACAC,Pradaxa_Cap 150mg,298,15644.135059999993
2011,2011-11-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,4,1343.26
2011,2011-02-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,338,21243.270000000026
2015,2015-11-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,391082,790569.4999999997
2011,2011-02-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,116,9698.789999999997
2017,2017-06-01,0208020V0BBACAD,Marevan_Tab 5mg,25,19.45075
2013,2013-06-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,693,37712.36000000002
2013,2013-10-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,26,1894.6100000000001
2013,2013-10-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,131,6991.290000000002
2015,2015-07-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,135384,206594.0200000002
2010,2010-12-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,113521,177249.92000000016
2012,2012-03-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,117105,163508.5199999999
2013,2013-12-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1803,9145.770000000004
2015,2015-04-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,12491,816144.1700000005
2018,2018-10-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,674,31446.860109999994
2011,2011-10-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,105601,128081.98999999999
2016,2016-06-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,122771,143842.87000000005
2017,2017-11-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,6,116.96998
2018,2018-03-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,99070,88889.84110999924
2017,2017-10-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,23,1097.1538999999998
2013,2013-05-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,6,348.83
2013,2013-11-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,196,139.91000000000003
2017,2017-06-01,0208020V0BBABAB,Marevan_Tab 3mg,45,27.72612
2011,2011-01-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,409,24029.10000000001
2015,2015-04-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,264,29490.62
2017,2017-07-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,4,3840.86024
2014,2014-07-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1755,9041.630000000001
2017,2017-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,296,10873.141990000004
2016,2016-01-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,3,287.31
2016,2016-07-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,39,84837.22000000002
2017,2017-04-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,18268,771732.7316699998
2015,2015-08-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,140,126.45999999999998
2018,2018-09-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,227341,204761.50688000012
2016,2016-07-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,215,8828.13
2013,2013-01-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,31,3138.690000000001
2015,2015-08-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,16263,861250.940000001
2016,2016-04-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,79223,167755.72
2018,2018-12-01,0208020AABBABAB,Lixiana_Tab 30mg,51,2060.90705
2010,2010-11-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,1405,127452.84000000004
2018,2018-11-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,5,70.58684
2015,2015-09-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,90,53.690000000000005
2016,2016-03-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,16,15.49
2011,2011-11-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,325,272.55000000000007
2014,2014-03-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,316,258.3399999999999
2018,2018-03-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,257,10548.118440000002
2016,2016-05-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,319,13114.200000000003
2010,2010-10-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,138,11510.819999999992
2013,2013-03-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,12,2997.9900000000002
2015,2015-04-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,2,143.84
2013,2013-12-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,186,119.52999999999999
2010,2010-08-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,98657,192185.57000000004
2017,2017-10-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1187,6082.19555
2015,2015-03-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,130557,200022.37000000002
2014,2014-07-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,14098,739835.8500000006
2014,2014-08-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,137,83.50999999999999
2014,2014-11-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,287,15184.449999999979
2014,2014-12-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,10,1455.0900000000001
2018,2018-05-01,0208020V0BBABAB,Marevan_Tab 3mg,19,12.28922
2018,2018-08-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,21247,919446.8916099987
2015,2015-12-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,5,68.52
2017,2017-03-01,0208020V0BBAFAS,Marevan_Tab 500mcg,1,1.3939
2011,2011-08-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,109651,157297.58999999988
2014,2014-02-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,463.76
2011,2011-12-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,65388,118353.77000000008
2011,2011-02-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,6,868.27
2017,2017-07-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg,206303,9867106.62835999
2014,2014-04-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1425,7044.940000000003
2017,2017-06-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,70035,130430.4365400006
2015,2015-11-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,115950,6233431.37
2013,2013-09-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,72357,134087.88000000003
2017,2017-02-01,0208020V0BBABAB,Marevan_Tab 3mg,47,28.70383
2015,2015-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1468,6959.9599999999955
2010,2010-11-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,768,44767.13000000002
2015,2015-02-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,91,3997.4900000000002
2013,2013-02-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,243,11148.949999999999
2018,2018-11-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,87274,3338493.8595799794
2013,2013-08-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,75853,141032.10000000003
2017,2017-10-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,507,21173.222949999996
2013,2013-09-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,198,21239.909999999993
2018,2018-04-01,0208020AAAAACAC,Edoxaban_Tab 60mg,12673,604117.5338400046
2017,2017-03-01,0208020Y0BBABAB,Xarelto_Tab 15mg,142,4947.021949999999
2018,2018-12-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,18,979.30148
2018,2018-07-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),10,900.78221
2016,2016-07-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,26,15.600000000000001
2012,2012-04-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,282186,399958.8800000001
2013,2013-09-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,753,35272.31999999998
2010,2010-09-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,322057,803899.1199999996
2015,2015-02-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,10837,697761.82
2012,2012-03-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1391,7218.770000000003
2016,2016-03-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,66,42.74999999999999
2013,2013-12-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,166,11396.040000000014
2018,2018-04-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,276,10409.928200000002
2017,2017-06-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,445,20175.60804999998
2015,2015-09-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,233,13258.75999999999
2010,2010-09-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,963,4796.010000000001
2013,2013-09-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,21,1751.5600000000002
2015,2015-12-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,281,19660.38
2014,2014-12-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,119,77.13
2017,2017-03-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,73196,139255.39763999995
2019,2019-01-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,326,11847.6652
2016,2016-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,558,22825.81
2018,2018-03-01,0208020V0BBABAB,Marevan_Tab 3mg,26,15.586350000000001
2017,2017-03-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,5,70.54471
2013,2013-12-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,414,334.6900000000001
2011,2011-04-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,52675,112140.94999999995
2013,2013-06-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1638,8404.989999999996
2017,2017-03-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,20514,871603.9830599993
2011,2011-09-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,419,36207.689999999995
2012,2012-06-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,5,203.28999999999996
2011,2011-06-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,569,53551.55000000002
2017,2017-12-01,0208020Z0AAABAB,Apixaban_Tab 5mg,198553,9597942.257100048
2014,2014-07-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,355353,519179.5000000002
2016,2016-07-01,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,328,14515.01
2017,2017-08-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,293,32162.92181000003
2017,2017-05-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,24,1210.98355
2018,2018-04-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,19984,852177.9949199969
2013,2013-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,336313,485620.1499999997
2011,2011-11-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,283,14769.56000000001
2012,2012-11-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,10,416.35999999999996
2011,2011-02-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,2009,1516.6599999999994
2018,2018-03-01,0208020V0BBAAAA,Marevan_Tab 1mg,39,49.88084
2014,2014-04-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,30,1524.8500000000001
2013,2013-03-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,565,31085.28
2011,2011-04-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,81.35
2013,2013-10-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,155.5
2015,2015-04-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,95,37036.919999999984
2014,2014-05-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1478,7087.540000000004
2016,2016-12-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,257,10671.52
2014,2014-09-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,218,14432.699999999993
2017,2017-11-01,0208020Y0BBACAC,Xarelto_Tab 20mg,664,30912.87006999997
2017,2017-01-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,326,14129.820290000001
2014,2014-09-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,8,1711.4300000000003
2015,2015-03-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,588.6800000000001
2019,2019-01-01,0208020AABBACAC,Lixiana_Tab 60mg,159,7619.176919999998
2018,2018-08-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml,2,1273.91188
2012,2012-03-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,6,946.32
2015,2015-07-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,225,12160.340000000006
2015,2015-03-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,12122,782866.8999999999
2014,2014-05-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,9239,595146.8700000001
2016,2016-07-01,0208020V0AABCBC,Warfarin Sod_Cap 3mg                    ,1,416.2
2017,2017-11-01,0208020N0AAAAAA,Phenindione_Tab 10mg,27,61714.154370000004
2017,2017-04-01,0208020Z0AAABAB,Apixaban_Tab 5mg,132914,6393423.260560004
2013,2013-08-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1500,7195.759999999998
2014,2014-09-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1638,8418.129999999996
2015,2015-09-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,300,33204.159999999945
2015,2015-06-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,181,10028.429999999991
2014,2014-10-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,435258,898841.9100000003
2017,2017-03-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,27,1336.06818
2018,2018-12-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,637,28804.15681000002
2018,2018-06-01,0208020V0BBACAD,Marevan_Tab 5mg,10,7.973369999999999
2011,2011-10-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,1369,1024.7
2013,2013-12-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,348634,497014.0199999999
2018,2018-07-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,82372,3123170.9671200085
2016,2016-05-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,146382,6825516.8999999985
2018,2018-01-01,0208020H0BBAAAA,Sinthrome_Tab 1mg,1052,5205.2885999999935
2014,2014-09-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,36,1474.9199999999998
2012,2012-01-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,458,26254.440000000024
2015,2015-09-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,33034,1396080.3699999996
2015,2015-10-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,52,79309.83999999998
